location,iso_code,continent,cases,inf_rate,deaths,death_rate,population,pop_density,median_age,pct_over_65,pct_over_70,life_expectancy,gdp_pc,pct_extreme_poverty,pct_diabetes,pct_male_smokers,pct_female_smokers,pct_pop_access_handwash,hospital_beds_per_thousand,response,bci_bci,bci_bcistd,ciri_assn,ciri_dommov,ciri_elecsd,ciri_speech,cspf_sfi,em_active,epi_h2o,fhp_mcei5,fh_aor,fh_cl,fh_feb,fh_fog,fh_pair,fh_polity2,fh_ppp,fh_pr,fhp_status5,gpi_dic,gpi_gpi,gpi_jail,hf_efiscore,hf_govint,p_durable,undp_hdi,vdem_polyarchy,voh_gti,wbgi_gee,wbgi_pve,wbgi_rle,wbgi_rqe,wdi_acel,wdi_chexppgdp,wdi_dgovhexp,wdi_dprivhexp,wdi_export,wdi_import,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_gdppppcur,wdi_gdpcapgr,wdi_gini,wdi_imig,wdi_incsh10h,wdi_inflation,wdi_lifexp,wdi_migration,wdi_ophexp,wdi_pop,wdi_popgr,wdi_popurb,wdi_smop,wdi_unempilo,who_halet,who_infmortt,who_let
Seychelles,SYC,Africa,127,0.814102564,0,0,98340,208.354,36.2,8.606,5.586,73.4,26382.287,1.1,10.55,35.7,7.1,,3.6,49.75644737,47.20675659,2.172023058,1,2,1,0,,,58.27999878,17,9,3,12,7,11,,11,3,2,,,,62.20000076,55,,0.792999983,0.526000023,,0.370022982,0.73300451,0.150874764,-0.259154618,100,3.936103582,3.777593613,2.158008814,80.68241882,92.89528656,2.861890554,-5.494184971,2.779999971,2619951104,3.114471436,46.79999924,13.25890636,39.90000153,-1.015481949,74.30975342,-1000,2.084185839,94677,1.337634802,55.83100128,21.5,,65.69999695,12.69999981,73.30000305
Sierra Leone,SLE,Africa,1956,14.07194245,69,0.496402878,7976985,104.7,19.1,2.538,1.285,54.7,1390.3,52.2,2.42,41.3,8.8,19.275,,60.39569343,64.03002167,2.516321898,2,0,1,0,13,,2.5,16,7,3,12,7,10,7.583333015,11,3,2,1,1.751000047,1.434999943,52.29999924,31,14,0.412999988,0.523000002,0.662999988,-1.170677423,-0.159926459,-0.777360857,-0.92548877,20.29999924,16.53171539,1.847033381,47.83357239,24.91409302,54.50191116,3.754379511,0,4.456999779,10890982400,3.784629822,,1.413457274,,10.88328552,53.44400024,-21000,41.55205536,7328838,2.164441109,41.22800064,24.79999924,4.710000038,47.59999847,84.40000153,53.09999847
Singapore,SGP,Asia,55747,241.3290043,27,0.116883117,5850343,7915.731,42.4,12.922,7.049,83.62,85535.383,,10.99,28.3,5.2,,2.4,50.24964602,11.14386845,1.701550007,1,2,2,0,2,199,99,21,4,4,9,7,12,4.5,8,4,3,1,1.399999976,2.73300004,87.80000305,84,51,0.930000007,0.42899999,0,2.206244946,1.495758653,1.825242996,2.180612087,100,4.469583511,2.437047958,45.47483063,165.5554352,138.9230347,23.12478638,12.50735188,1.200000048,5.12797E+11,1.635085583,,45.3917923,,-0.532286108,82.84634399,135142,31.17329788,5607283,1.297436118,100,16.5,4.079999924,76.19999695,2.200000048,82.90000153
Sint Maarten (Dutch part),SXM,North America,317,2.186206897,17,0.117241379,42882,1209.088,,,,78.95,36327.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,Europe,2902,17.80368098,31,0.190184049,5459643,113.128,41.2,15.07,9.167,77.54,30155.152,0.7,7.29,37.7,23.1,,5.82,56.73484472,57.72608948,2.296987057,2,2,2,1,1,446,69.62000275,9,12,1,15,9,14,10,15,1,1,1,1.626999974,2.470999956,66.59999847,50,23,0.852999985,0.846000016,0.229000002,0.894068122,0.721170664,0.646801531,0.889051914,100,7.125130653,5.688662052,20.16059303,93.50351715,90.48947144,5.277150631,4.532959938,1.480000019,1.6779E+11,2.992544174,26.5,3.265417814,20.89999962,-0.520010173,77.16585541,7423,17.82929611,5430798,0.128922328,53.80599976,30.10000038,9.670000076,68.30000305,4.900000095,77.40000153
Slovenia,SVN,Europe,2416,14.64242424,124,0.751515152,2078932,102.619,44.5,19.062,12.93,81.32,31400.84,,7.25,25,20.1,,4.5,53.07208861,40.21387863,1.928967953,2,2,2,1,0,212,70.58999634,9,12,1,14,11,13,10,16,1,1,1,1.373000026,1.498000026,60.59999847,58,25,0.893999994,0.869000018,0,1.127258778,0.990436018,1.082672358,0.640269399,100,8.468295097,6.121539593,27.71225548,77.76683807,68.60238647,3.23977375,1.069821954,1.580000043,68526350336,2.992671728,25.39999962,11.41296387,21,-0.054999541,81.1756134,9999,12.00222397,2065042,0.073197208,54.02000046,22.5,8,70.5,1.899999976,80.90000153
Somalia,SOM,Africa,3256,21.14285714,93,0.603896104,15893219,23.5,16.8,2.731,1.496,57.4,,,6.05,,,9.831,0.9,47.35612245,72.98486328,3.893738031,0,0,0,0,20,,,20,1,7,3,0,1,3.75,0,7,3,4.406000137,3.346999884,1.396000028,,8,4,,0.165999994,7.645999908,-2.191046238,-2.357362509,-2.346420765,-2.265273571,31.16604233,,,,25.41847038,99.89718628,7.956169128,0,6.264999866,,,,0.234455884,,,56.32400131,-200002,,14185613,2.7762537,43.81600189,,14.25899982,50,81,55.40000153
South Africa,ZAF,Africa,587345,3603.343558,11839,72.63190184,59308690,46.754,27.3,5.344,3.053,64.13,12294.876,18.9,5.52,33.2,8.1,43.993,2.32,65.20376344,50.11638641,2.098153114,0,1,2,0,8,161,24.70999908,10,11,2,15,7,10,8.916666031,14,2,2,1,2.335999966,3.302000046,61.90000153,44,22,0.69599998,0.698000014,4.079999924,0.306439728,-0.141503975,0.11623124,0.21184352,84.19999695,8.109814644,4.357336998,44.27103043,30.5809288,30.05726051,0.747553468,1.515308022,2.457000017,7.44566E+11,-1.060868263,63,5.767090321,50.5,6.594604492,63.15299988,727026,7.750914097,56203656,1.464829206,65.34100342,20.29999924,26.5510006,55.70000076,30.70000076,63.59999847
South Korea,KOR,Asia,15515,67.16450216,305,1.32034632,51269183,527.967,43.4,13.914,8.622,83.03,35938.374,0.2,6.8,40.9,6.2,,12.27,45.45915179,42.57710648,1.960996985,1,2,2,0,0,195,96.51999664,9,11,2,13,8,13,8.666666031,13,2,2,1,1.792999983,1.845999956,71.69999695,55,28,0.899999976,0.69599998,0.606999993,1.064042091,0.163468957,1.160836101,1.114325166,100,7.337524891,4.340505123,40.84510422,42.28420258,35.42863083,0.855545998,2.112624645,1.172000051,1.90341E+12,2.465812922,,2.639159441,,0.97167474,82.27561188,58657,33.31032944,51245708,0.451318055,81.56199646,23.29999924,3.700000048,73,2.900000095,82.69999695
South Sudan,SSD,Africa,2489,18.57462687,47,0.350746269,11193729,,19.2,3.441,2.032,57.85,1569.888,,10.43,,,,,81.68155738,58.6235199,5.282993793,0,0,1,0,23,,,18,2,7,4,0,0,2.5,1,7,3,4.31400013,3.461999893,1.411000013,,,0,0.393999994,0.187000006,6.794000149,-2.353382111,-2.418965578,-1.929471612,-1.858261108,22.01080132,,,,54.90000153,59.09999847,-0.255626649,-0.008323601,4.855000019,19625017344,-12.14217472,,6.678562164,,379.8480225,57.11999893,-870998,,10832512,1.084594607,19.09199905,,12.57600021,50.59999847,63.70000076,58.59999847
Spain,ESP,Europe,342813,1490.491304,28617,124.4217391,46754783,93.105,45.5,19.436,13.799,83.56,34272.36,1,7.17,31.4,27.4,,2.97,49.24531532,44.99082565,2.060465097,2,2,2,2,0,2582,100,8,11,1,15,10,15,10,16,1,1,1,1.552000046,2.020999908,68.5,60,38,0.888999999,0.837000012,1.694000006,1.115842104,0.413188279,0.978824794,1.008603692,100,8.970389366,6.390323639,28.76202774,33.11565018,29.96219826,3.214237928,4.491094112,1.340000033,1.70668E+12,3.086611032,36.20000076,12.69023705,26.20000076,-0.202671736,83.32926941,200000,23.82637215,46483568,0.083369568,79.83999634,29.29999924,19.63500023,73.80000305,2.700000048,83.09999847
Sri Lanka,LKA,Asia,2893,13.03153153,11,0.04954955,21413250,341.955,34.1,10.069,5.331,76.98,11669.077,0.7,10.68,27,0.3,,3.6,50.01240741,48.75804901,2.002006054,0,2,2,0,11,33,53.09000015,19,8,4,9,7,8,6.916666985,10,3,3,1,1.980000019,1.69599998,59.90000153,38,1,0.768000007,0.675999999,2.89199996,-0.026169471,-0.004029536,0.110591605,-0.100035697,95.75769043,3.893241167,1.677715659,55.81262589,21.17398453,28.46210289,1.088638425,0.287384897,2.210999966,2.62055E+11,3.338429689,39.79999924,0.186850011,32.90000153,3.958888531,76.48200226,-489932,50.1216011,21203000,1.104983568,18.31100082,13,4.369999886,66.80000305,7,75.30000305
Sudan,SDN,Africa,12410,79.04458599,803,5.114649682,43849269,23.258,19.7,3.548,2.034,65.31,4466.507,,15.67,,,23.437,0.8,79.92482759,57.27246094,3.638628006,0,1,0,0,22,,24.45999908,24,1,7,2,1,1,1.5,3,7,3,4.261000156,3.200000048,1.396000028,48.79999924,11,5,0.499000013,0.272000015,6.425000191,-1.515177011,-2.337218046,-1.258186936,-1.491437078,52.87844467,5.664853096,1.103826284,78.29909515,9.8288517,12.52707767,1.113214016,,4.532000065,1.87437E+11,2.218332291,,0,,16.90945625,64.66300201,-250001,73.89387512,39847440,2.398808002,34.12099838,,13.00899982,55.70000076,44.40000153,65.09999847
Surime,SUR,South America,3016,19.97350993,47,0.311258278,586634,3.612,29.6,6.933,4.229,71.68,13767.119,,12.54,42.9,7.4,67.779,3.1,79.96121429,53.78311157,2.825010061,1,2,2,1,6,3,40.13999939,7,11,3,15,8,10,7.5,14,2,1,,,,53.79999924,36,25,0.718999982,0.811999977,,-0.337957263,0.162081346,-0.15487738,-0.626957238,95.96812439,6.064152718,4.206660271,29.24977875,,,7.605614662,-2.157143831,2.469000101,8259821056,-6.521650791,,8.625811577,,6.893903732,71.35800171,-4999,21.82023811,564888,1.022222757,66.04000092,25,7.289000034,63.20000076,18,71.80000305
Swaziland,SWZ,Africa,3839,24.60897436,70,0.448717949,1160164,79.492,21.5,3.163,1.845,60.19,7738.975,,3.94,16.5,1.7,24.097,2.1,81.208,46.58252716,2.200236082,1,2,0,0,8,,9.359999657,27,2,5,7,0,4,1.083333254,1,7,3,1,2.026000023,3.230999947,59.70000076,43,43,0.586000025,0.149000004,0,-0.578385711,-0.488716841,-0.368516594,-0.576286852,69.7984848,7.696945667,5.334342003,16.90060806,47.98704147,52.5534935,0.703407228,-0.191440329,3.040999889,11404815360,2.301425695,,2.453747988,,7.84727478,56.9620018,-41764,9.898956299,1113984,0.896297634,23.45899963,9,22.71800041,50.20000076,46.29999924,57.70000076
Sweden,SWE,Europe,84294,364.9090909,5783,25.03463203,10099270,24.718,41,19.985,13.433,82.8,46949.283,0.5,4.79,18.9,18.8,,2.22,27.77103604,14.79268837,1.633874059,2,2,2,2,0,3084,96.87999725,4,12,1,16,12,16,10,16,1,1,1,1.488999963,1.41900003,72,87,99,0.931999981,0.911000013,3.684000015,1.773643494,1.017940879,2.01903367,1.854202986,100,10.93479347,9.131148338,16.49455261,44.39980316,39.97332382,2.677832603,0.123718672,1.850000024,4.87065E+11,1.401860952,29.20000076,16.76755905,22.89999962,0.984269261,82.30731964,200000,15.24386692,9923085,1.256453991,86.85199738,18.79999924,6.989999771,72.40000153,2.299999952,82.40000153
Switzerland,CHE,Europe,38031,164.6363636,1715,7.424242424,8654618,214.243,43.1,18.436,12.644,83.78,57410.166,,5.59,28.9,22.6,,4.53,40.53557522,13.34701157,1.665614963,2,2,2,2,1,732,99.98999786,5,12,1,15,12,15,10,15,1,1,1,1.368999958,1.656999946,81,86,168,0.943000019,0.89200002,0.26699999,2.008593082,1.306290388,1.947541595,1.911900878,100,12.24760437,7.688877583,37.22013474,65.83876801,54.32103348,10.80227947,14.95551968,1.539999962,5.37701E+11,0.497742653,32.29999924,29.38668633,25.20000076,-0.434607625,83.60243988,259999,29.56175804,8373338,1.092031121,73.73899841,25.70000076,4.918000221,73.5,3.799999952,83.30000305
Syria,SYR,Asia,1677,11.33108108,64,0.432432432,17500657,,21.7,,2.577,72.7,,,,,,70.598,1.5,71.22066667,61.23108673,3.738048077,0,0,0,0,15,28,,23,0,7,2,0,0,0.25,0,7,3,5,3.660000086,1.475000024,,20,53,0.536000013,0.150999993,8.597000122,-1.818921685,-2.916323185,-1.990614533,-1.66615355,89.72550201,,,,,,,,2.888999939,,,,4.730134487,,,70.31500244,-2136954,,17453932,-3.066273689,52.83499908,,8.253000259,55.79999924,14.10000038,63.79999924
Taiwan,TWN,Asia,485,2.0995671,7,0.03030303,23816775,,42.2,,8.353,80.46,,,,,,,,22.38683486,30.88908386,1.678783059,2,2,1,1,0,58,69.70999908,8,11,1,16,10,13,10,15,1,1,1,1.725000024,3.119999886,74.69999695,61,24,,0.796999991,0.550999999,1.361440063,0.925664425,1.14133656,1.287860155,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,Asia,8065,73.99082569,64,0.587155963,9537642,64.281,23.3,3.466,2.155,71.1,2896.913,4.8,7.11,,,72.704,4.8,60.62877551,42.94316483,1.926988959,1,1,0,0,11,3,29.89999962,26,2,6,2,1,4,2.166666746,0,7,3,2.032000065,2.263999939,1.957000017,51.29999924,23,18,0.647000015,0.173999995,2.561000109,-1.026858449,-0.77775985,-1.148005605,-1.093136787,99.88729095,6.998494625,2.001505375,66.28910065,12.93523598,42.03813934,3.475153923,0.504745245,3.618000031,26047145984,4.287965775,34,3.242910862,26.39999962,6.004580975,70.39700317,-99999,66.05615997,8663579,2.448490143,26.85099983,,10.98900032,63.5,32.09999847,70.80000305
Tanzania,TZA,Africa,509,3.305194805,21,0.136363636,59734213,64.699,17.7,3.108,1.874,65.46,2683.304,49.1,5.75,26.7,3.3,47.953,0.7,37.12798701,58.21020508,2.303761959,1,2,1,0,10,,11.80000019,15,6,4,9,7,9,6.166666985,11,3,2,1,1.825000048,1.506000042,58.5,31,1,0.532999992,0.48300001,3.398000002,-0.545608401,-0.440994769,-0.376700789,-0.435308367,32.79999924,4.139920712,1.681805134,22.9610405,16.34997559,19.07049561,2.743173599,0,5.014999866,1.50708E+11,3.713713884,,0.488535523,,5.174766064,63.84400177,-200381,21.89363289,53050792,3.000522852,32.33300018,14.80000019,2.095000029,56.5,40.59999847,63.90000153
Thailand,THA,Asia,3378,15.08035714,58,0.258928571,69799978,135.132,40.1,11.373,6.89,77.15,16277.671,0.1,7.04,38.8,1.9,90.67,2.1,43.37672566,50.77561569,2.035847902,1,0,0,0,5,128,59.36999893,17,4,5,6,3,10,3,3,6,3,2.542999983,2.285000086,4.559999943,63.90000153,38,2,0.748000026,0.140000001,6.589000225,0.342031002,-0.988581419,-0.004875708,0.168070227,100,3.711434603,2.899938583,21.63226318,68.39332581,53.63582993,0.681500018,3.240377188,1.536999941,1.16984E+12,2.971633196,36.90000153,5.758232594,28.89999962,0.188149706,76.40299988,97222,12.11388206,68971328,0.373052597,48.44800186,19.89999962,0.688000023,66.80000305,8.600000381,75.5
Timor,TLS,Asia,25,0.167785235,0,0,1318442,87.176,18,3.556,1.897,69.5,6570.102,30.3,6.86,78.1,6.3,28.178,5.9,45.96450704,55.79642487,2.849899054,1,2,2,2,7,,22.86000061,13,8,3,12,6,9,7.833333015,12,3,2,1,1.870000005,1.396000028,45.79999924,28,14,0.630999982,0.639999986,0,-1.014302015,-0.010503778,-1.158141613,-0.97730577,76.5,4.020591736,2.24196744,12.58890152,57.93401337,60.83066177,0.218838811,0.505957186,4.156000137,9960054784,-1.191807389,28.70000076,0.914442956,24,-1.338538766,68.73500061,-26924,8.879319191,1219288,1.903195024,29.85000038,42.59999847,2.979000092,59.20000076,42,68.59999847
Togo,TGO,Africa,1147,7.305732484,27,0.171974522,8278737,143.366,19.4,2.839,1.525,61.04,1429.813,49.2,6.15,14.2,0.9,10.475,0.7,57.95929487,62.73186111,4.110249043,2,0,2,2,13,,12.92000008,20,7,4,9,5,7,4.5,7,4,2,1,1.953999996,1.49000001,53.59999847,29,23,0.5,0.561999977,0,-1.068533897,-0.172353581,-0.633554339,-0.793302357,47.37870026,6.61568594,1.326338291,59.22740555,35.72687149,54.32739258,-1.048195958,5.816470146,4.448999882,12171402240,2.308736563,43.09999847,3.790006876,31.60000038,1.285448432,60.22000122,-9999,50.41664886,7509952,2.518741846,40.62799835,7.400000095,1.654000044,53.90000153,50,60.59999847
Trinidad and Tobago,TTO,North America,552,3.493670886,11,0.069620253,1399491,266.886,36.2,10.014,5.819,73.51,28763.071,,10.97,,,89.443,3,72.5909396,57.47972107,2.20173502,2,2,1,2,4,7,56.29000092,7,11,2,15,9,13,9.166666031,13,2,1,1,2.088999987,3.15199995,62.90000153,38,54,0.785000026,0.737999976,0.247999996,0.227782115,0.286351979,-0.154071733,0.086722583,100,6.510401249,3.436986923,47.13105392,,,-0.108515397,0.379768074,1.753000021,43515097088,-7.000290871,,3.667630434,,3.070667505,73.09999847,-3999,40.08087158,1377564,0.526659489,53.25,,2.971999884,63.29999924,17.39999962,71.80000305
Tunisia,TUN,Africa,2107,13.00617284,54,0.333333333,11818618,74.228,32.7,8.001,5.075,76.7,10849.297,2,8.52,65.8,1.1,78.687,2.3,56.81771605,45.47748566,2.043164968,0,1,2,0,4,24,57.59999847,18,9,3,13,9,11,8.416666031,16,1,2,1,1.975999951,2.614000082,57.59999847,40,2,0.731999993,0.728999972,4.611999989,-0.22900255,-1.141326785,-0.003101209,-0.47009325,100,6.951955318,3.937306404,43.29912186,39.99803925,50.70029831,1.489102125,0.577914596,2.237999916,1.32748E+11,0.151743904,32.79999924,0.503849745,25.60000038,3.6293993,76.11499786,-20000,39.90196228,11303946,1.10299623,68.34600067,32.70000076,15.51399994,66.30000305,14.69999981,76
Turkey,TUR,Asia,249309,1587.955414,5974,38.05095541,84339067,104.914,31.6,8.153,5.061,77.69,25129.341,0.2,12.13,41.1,14.1,,2.81,66.30075342,41.21510315,1.915184021,0,2,1,0,9,423,59.27999878,16,3,5,6,3,7,3.583333254,7,4,3,3.911000013,2.802000046,2.882999897,62.09999847,45,0,0.787,0.414000005,7.497000217,0.048478272,-2.009063005,-0.208644152,0.196142539,100,4.314319611,3.384246588,21.55781937,21.96508217,24.85056305,1.615103722,0.363311499,2.092000008,2.08737E+12,1.51328361,41.90000153,3.769001007,32.09999847,7.775134087,76.86000061,1419610,16.46612167,79821728,1.632250667,74.13400269,27.20000076,10.83899975,66,10.30000019,76.40000153
Turks and Caicos Islands,TCA,North America,298,2.04109589,2,0.01369863,38718,37.312,,,,80.22,,,,,,,,68.38190141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,Africa,1500,10.06711409,13,0.087248322,45741000,213.759,16.4,2.168,1.308,63.37,1697.707,41.6,2.5,16.7,3.4,21.222,0.5,84.50255319,64.46264648,2.469846964,0,2,1,0,16,2,13.10000038,15,4,5,9,3,7,3.5,5,6,2,1,2.178999901,1.949000001,59.29999924,26,11,0.508000016,0.337000012,4.302000046,-0.571252286,-0.715322733,-0.251176357,-0.213146582,26.70000076,6.16503191,1.020829678,43.06472397,18.53937531,28.57514572,2.592662096,6.34E-04,5.242000103,75659345920,1.022778153,42.79999924,1.9201262,34.20000076,5.706375122,61.98600006,843469,40.31956863,39647504,3.652644396,22.62400055,10,1.792000055,54.90000153,36.79999924,62.5
Ukraine,UKR,Europe,92820,591.2101911,2089,13.30573248,43733759,77.39,41.4,16.462,11.133,72.06,7894.393,0.1,7.11,47.4,13.5,,8.8,67.05987421,63.1427269,2.448158026,1,0,2,0,9,733,60.88999939,15,9,3,11,6,10,6.833333015,10,3,2,4.822999954,3.213000059,2.321000099,46.79999924,26,25,0.745999992,0.416999996,6.538000107,-0.572278619,-1.856479883,-0.766293705,-0.429534376,100,6.727037907,2.853041172,56.75888824,49.29861832,56.22258377,3.685890913,0.185312152,1.465999961,3.53743E+11,2.854863882,25,10.78646088,21.20000076,13.91271019,71.47634125,50001,54.33840179,45004644,-0.331380516,69.15399933,28.89999962,9.350000381,64,7.900000095,72.5
United Arab Emirates,ARE,Asia,64312,285.8311111,364,1.617777778,9890400,112.442,34,1.144,0.526,77.97,67293.483,,17.26,37.4,1.2,,1.2,47.87053571,14.18484592,1.593837976,0,2,0,0,4,26,63.27000046,23,2,6,4,2,4,1.333333254,2,6,3,1,1.883000016,1.870000005,72.59999847,70,45,0.861999989,0.123000003,0.209999993,1.415928006,0.564748943,0.849040985,0.972595632,100,3.516849518,2.548924685,27.52250099,101.0030136,75.74463654,2.690073013,4.400396824,1.491000056,6.77605E+11,1.90937674,,88.4040451,,1.615925074,77.47000122,200000,18.56537437,9360980,1.053281188,85.96499634,28.89999962,1.636000037,66.69999695,6.599999905,77.19999695
United Kingdom,GBR,Europe,318484,1378.718615,41366,179.0735931,67886004,272.898,40.8,18.517,12.527,81.32,39753.244,0.2,4.28,24.7,20,,2.54,47.89261062,15.8149786,1.641275048,2,2,2,1,0,3403,100,7,12,1,14,12,15,10,16,1,1,1,1.789000034,2.128000021,76.40000153,78,136,0.920000017,0.869000018,5.092999935,1.60161829,0.360454053,1.691506982,1.76070869,100,9.762348175,7.831878662,19.76459312,28.278965,29.84721184,9.995738029,1.971185327,1.789999962,2.81912E+12,1.065018773,33.20000076,13.20097828,25.39999962,1.008417368,81.15609741,1303250,15.11796761,65595564,0.714030266,82.88600159,22.29999924,4.813000202,71.90000153,3.700000048,81.40000153
United States,USA,North America,5403269,23390.77489,170052,736.1558442,331002647,35.608,38.3,15.413,9.732,78.86,54225.446,1.2,10.79,24.6,19.1,,2.77,48.77799087,28.55885696,1.643733025,2,2,1,2,3,17208,90.91999817,5,10,1,16,11,15,9.5,14,1,1,1,2.311000109,5,75.40000153,74,207,0.921999991,0.887000024,5.462999821,1.476792574,0.402302921,1.617996216,1.497076154,100,17.07341576,13.9737978,18.15464401,11.85413837,14.63686562,2.643042803,1.70158124,1.820500016,1.87072E+13,0.83512789,41.5,14.49065399,30.60000038,1.261583209,78.53902435,4774029,11.08667755,323071328,0.723401189,81.86199951,21.79999924,4.868999958,68.5,5.800000191,78.5
United States Virgin Islands,VIR,North America,741,5.075342466,9,0.061643836,104423,306.48,42.2,18.601,10.799,80.58,,,12.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,South America,1440,9.230769231,38,0.243589744,3473727,19.751,35.6,14.655,10.361,77.91,20551.409,0.1,6.93,19.9,14,,2.8,51.99186207,28.77474785,1.721863031,2,2,2,2,2,164,83.37000275,8,12,1,16,12,15,10,16,1,1,1,1.702999949,3.302000046,68.80000305,73,31,0.801999986,0.871999979,0.774999976,0.574180543,1.062580466,0.63039422,0.489455551,99.69999695,9.060757637,6.495985508,28.2679863,21.42754364,19.8826828,-0.944488406,1.17465651,1.991000056,74715447296,1.329769611,39.70000076,2.092316866,29.70000076,9.639413834,77.4980011,-15000,17.37109184,3424132,0.35467416,95.14399719,16.79999924,7.84100008,68.80000305,7.199999809,77.09999847
Uzbekistan,UZB,Asia,34944,226.9090909,228,1.480519481,33469199,76.134,28.2,4.469,2.873,71.72,6253.104,,7.57,24.7,1.3,,4,78.35263514,53.42049026,3.871401072,1,0,1,0,11,7,64.12000275,28,0,7,0,0,3,0.25,0,7,3,1,2.117000103,2.187000036,46,18,25,0.703000009,0.175999999,0.075999998,-0.577310026,-0.272570699,-1.106817484,-1.619922519,100,6.33520937,2.922287464,52.69128036,14.877285,14.87111092,2.033023596,0.00711339,2.454999924,2.02174E+11,4.265451431,,3.916903257,,,71.17099762,-44314,52.24782562,31847900,1.738849282,50.65000153,12.60000038,5.159999847,64.5,21.5,72.30000305
Vatican,VAT,Europe,12,0.076923077,0,0,809,,,,,75.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,South America,33755,217.7741935,281,1.812903226,28435943,36.253,29,6.614,3.915,72.06,16745.022,,6.47,,,,0.8,83.43189542,73.52205658,2.73803997,0,2,1,0,11,369,50.38999939,24,3,5,8,0,7,4.75,6,6,3,1,2.60800004,2.257999897,33.70000076,19,3,0.765999973,0.300000012,3.625999928,-1.285730958,-1.024603605,-2.241079807,-1.996754289,99.96759796,3.217084408,0.774128675,75.93695068,16.69382668,31.39698601,0.235301763,0.940377831,2.316999912,5.43891E+11,-4.731050014,,4.514736652,,254.9485321,72.40499878,-3266243,39.95965195,29846180,-0.786447704,88.16500092,,7.460000038,66.09999847,21.39999962,74.09999847
Vietm,VNM,Asia,964,4.246696035,24,0.105726872,97338583,308.127,32.6,7.15,4.718,75.4,6171.884,2,6,45.9,1,85.847,2.6,52.60986111,53.26393127,2.197110891,0,0,0,0,7,34,53.91999817,21,1,5,4,2,8,1.583333254,1,7,3,1,1.909999967,2.154999971,54,31,62,0.68900001,0.224000007,0,0.019704808,0.233591929,0.075360693,-0.45379293,100,5.659193516,2.684247494,48.50013733,93.62393951,91.06233978,6.138072491,0.487148613,2.029999971,5.96038E+11,5.120051384,35.29999924,0.077897131,27.10000038,3.243567467,75.17199707,-399999,44.57281876,93638720,1.032286644,34.50999832,22.79999924,1.850999951,67.5,17.20000076,76.30000305
Western Sahara,ESH,Africa,766,6.719298246,1,0.00877193,597330,,28.4,,1.38,70.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,OWID_WRL,,21689832,93895.37662,770273,3334.515152,7794798729,58.045,30.9,8.696,5.355,72.58,15469.207,10,8.51,34.635,6.434,60.13,2.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,Asia,1869,14.37692308,530,4.076923077,29825968,53.508,20.3,2.922,1.583,66.12,1479.147,18.8,5.35,29.2,7.6,49.542,0.7,48.74829268,71.05352783,2.76770997,2,0,0,0,21,,,23,3,6,5,1,2,2.916666746,1,7,3,5,3.315999985,1.41900003,53.70000076,19,0,0.462000012,0.115000002,7.846000195,-1.825058579,-2.794876575,-1.644989371,-1.479930878,76.06681061,5.603729248,0.570596516,82.03360748,,,-1.811533213,0.002541313,3.993999958,76823306240,-15.75267506,36.70000076,1.282529235,29.39999962,8.104725838,66.08699799,-150000,80.95723724,27168210,2.498247147,35.39400101,18.39999962,13.52400017,55.09999847,42.90000153,65.30000305
Zambia,ZMB,Africa,9343,61.46710526,260,1.710526316,18383956,22.995,17.7,2.48,1.542,63.89,3689.251,57.5,3.94,24.7,3.1,13.938,2,48.60207143,53.12367249,2.136665106,0,0,1,0,12,,9.079999924,20,7,4,10,6,8,6.5,11,4,3,1,1.779999971,1.988999963,58.79999924,38,15,0.586000025,0.421000004,0,-0.660058737,0.14280805,-0.300440043,-0.483593076,35.21650696,4.477207184,1.714307427,19.21511841,35.32466888,38.63390732,3.163071871,0.843339741,4.81400013,65421373440,0.687321067,57.09999847,0.789025664,44.40000153,17.86973,62.4640007,-40000,12.11791134,16363507,3.003345728,42.43799973,13.80000019,7.372000217,54.29999924,43.09999847,62.29999924
